date,open,high,low,close,volume
2026-03-08 00:25:00,67366.16,67384.98,67355.76,67355.77,2.16238
2026-03-08 00:26:00,67355.76,67355.77,67326.36,67338.53,2.79753
2026-03-08 00:27:00,67338.52,67347.62,67338.52,67347.62,1.26887
2026-03-08 00:28:00,67347.62,67347.62,67347.61,67347.62,1.5175
2026-03-08 00:29:00,67347.61,67347.62,67347.61,67347.61,0.7464
2026-03-08 00:30:00,67347.62,67365.78,67347.61,67355.27,2.14733
2026-03-08 00:31:00,67355.27,67355.28,67326.36,67326.37,2.37031
2026-03-08 00:32:00,67326.36,67332.9,67320.0,67332.9,3.86295
2026-03-08 00:33:00,67332.89,67332.9,67332.89,67332.89,0.70861
2026-03-08 00:34:00,67332.89,67332.9,67332.89,67332.9,5.79064
2026-03-08 00:35:00,67332.89,67332.9,67300.0,67300.21,3.9107
2026-03-08 00:36:00,67300.21,67329.31,67271.01,67274.35,9.52643
2026-03-08 00:37:00,67274.34,67274.91,67247.23,67274.91,7.27859
2026-03-08 00:38:00,67274.91,67294.0,67274.9,67288.74,3.39927
2026-03-08 00:39:00,67288.74,67322.03,67288.73,67322.02,28.2463
2026-03-08 00:40:00,67322.03,67339.58,67310.14,67339.57,6.20883
2026-03-08 00:41:00,67339.58,67339.58,67302.92,67302.92,3.32576
2026-03-08 00:42:00,67302.92,67302.92,67290.63,67290.63,1.24313
2026-03-08 00:43:00,67290.62,67290.62,67247.24,67256.81,5.64883
2026-03-08 00:44:00,67256.8,67326.01,67256.8,67326.01,113.09531
2026-03-08 00:45:00,67326.01,67326.01,67276.01,67278.08,7.57404
2026-03-08 00:46:00,67278.08,67287.08,67238.06,67238.07,6.19638
2026-03-08 00:47:00,67238.07,67238.07,67189.96,67213.12,19.48791
2026-03-08 00:48:00,67213.12,67214.12,67185.44,67201.18,38.47793
2026-03-08 00:49:00,67201.17,67201.18,67182.67,67199.44,2.70068
2026-03-08 00:50:00,67199.45,67234.39,67199.44,67220.24,9.56433
2026-03-08 00:51:00,67220.24,67220.25,67185.9,67199.26,4.43142
2026-03-08 00:52:00,67199.26,67214.58,67182.67,67182.67,2.27759
2026-03-08 00:53:00,67182.66,67197.23,67182.66,67184.95,3.92575
2026-03-08 00:54:00,67184.95,67207.28,67184.94,67207.28,1.74598
2026-03-08 00:55:00,67207.27,67207.27,67181.04,67181.04,3.01944
2026-03-08 00:56:00,67181.04,67193.3,67181.04,67193.29,0.99204
2026-03-08 00:57:00,67193.29,67218.63,67193.29,67218.63,1.9487
2026-03-08 00:58:00,67218.62,67233.25,67218.62,67233.25,2.26512
2026-03-08 00:59:00,67233.24,67233.25,67194.76,67194.77,6.31054
2026-03-08 01:00:00,67194.77,67223.61,67193.29,67200.01,7.15335
2026-03-08 01:01:00,67200.0,67200.0,67164.94,67172.8,5.15162
2026-03-08 01:02:00,67172.8,67204.92,67172.79,67184.33,5.40797
2026-03-08 01:03:00,67184.33,67210.93,67181.31,67199.75,2.99131
2026-03-08 01:04:00,67199.74,67203.6,67173.39,67173.39,2.25207
2026-03-08 01:05:00,67173.38,67189.31,67158.0,67169.9,3.8951
2026-03-08 01:06:00,67169.9,67220.65,67169.9,67220.65,5.59292
2026-03-08 01:07:00,67220.65,67287.03,67220.65,67287.03,4.66965
2026-03-08 01:08:00,67287.02,67311.68,67276.75,67276.76,5.71221
2026-03-08 01:09:00,67276.75,67282.28,67257.08,67282.28,11.86773
2026-03-08 01:10:00,67282.28,67282.28,67239.16,67239.17,3.82112
2026-03-08 01:11:00,67239.16,67239.17,67213.34,67227.34,5.83951
2026-03-08 01:12:00,67227.34,67258.71,67227.34,67258.71,1.48102
2026-03-08 01:13:00,67258.7,67258.9,67258.7,67258.89,1.43432
2026-03-08 01:14:00,67258.89,67283.14,67258.89,67277.16,4.51394
2026-03-08 01:15:00,67277.16,67305.76,67276.05,67279.91,9.754
2026-03-08 01:16:00,67279.91,67321.12,67279.91,67321.11,4.98108
2026-03-08 01:17:00,67321.12,67321.12,67314.39,67315.51,1.99115
2026-03-08 01:18:00,67315.5,67315.5,67265.6,67265.61,4.43849
2026-03-08 01:19:00,67265.61,67269.06,67261.16,67268.67,1.94484
2026-03-08 01:20:00,67268.68,67285.17,67268.67,67285.16,0.64728
2026-03-08 01:21:00,67285.17,67300.74,67285.16,67300.74,0.51747
2026-03-08 01:22:00,67300.73,67300.73,67265.97,67265.97,1.90273
2026-03-08 01:23:00,67265.97,67281.28,67261.32,67281.27,1.65103
2026-03-08 01:24:00,67281.28,67310.46,67248.47,67250.84,6.10114
2026-03-08 01:25:00,67250.85,67287.18,67250.84,67287.18,1.05903
2026-03-08 01:26:00,67287.18,67288.0,67273.92,67275.74,4.52139
2026-03-08 01:27:00,67275.74,67275.74,67263.65,67263.65,0.88718
2026-03-08 01:28:00,67263.66,67278.12,67263.65,67278.12,1.74206
2026-03-08 01:29:00,67278.11,67294.61,67219.75,67219.99,151.61061
2026-03-08 01:30:00,67220.0,67220.0,67151.02,67151.02,10.56603
2026-03-08 01:31:00,67151.03,67151.03,67116.67,67134.99,11.71396
2026-03-08 01:32:00,67135.0,67135.0,67090.0,67106.23,8.11665
2026-03-08 01:33:00,67106.24,67128.92,67100.65,67124.97,22.16983
2026-03-08 01:34:00,67124.97,67124.98,67097.03,67097.04,7.47945
2026-03-08 01:35:00,67097.03,67097.04,67090.01,67097.03,2.40553
2026-03-08 01:36:00,67097.03,67286.71,67097.02,67193.87,165.96645
2026-03-08 01:37:00,67193.87,67252.0,67175.0,67236.72,9.76502
2026-03-08 01:38:00,67236.72,67246.26,67232.29,67246.25,1.12669
